psraid,sample,lang,fips,state,cregion,density,usr,pial1,eminuse,intmob,pialql1,ql1a,qc1,smart1,pial2,pial3,pial4,pial5a,pial5b,pial5c,pial5d,pial5e,pial5f,pial6,pial7,pial8a,pial8b,pial8c,pial8d,pial9,pial10,pial11,pial12,SmartPhone,ql1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,raceos,iphoneuse,hphoneuse,weight,standwt
202810,2,1,6071,6,4,1,S,2,2,2, , ,2,2, , , ,4, ,2, , , , , , , , , , , , , ,2, ,2,2,2,2,56,4,1,1,4,2,3,3,1, ,3,3,2.5625,.83631801090705
202826,2,1,32003,32,4,2,S,1,1,1, , ,2,1,1,1,3,1, ,1,1,1,1,2,1995,1,2,1,1,1,3,3,1,1, ,3,3,1,2,44,4,2,1,9,4,1,1, , ,3,3,6.5625,2.14179002793269
202830,2,1,34041,34,1,2,S,1,1,2, , ,1,2,1,1,2,2,4,2,1,4,1,3,1999,1,1,1,1,2,2,3,1,2, ,1,3,1,2,27,6,2,1,1,1,1,3,9, ,2,2,1.875,.611940007980768
202835,2,1,6081,6,4,4,U,1,1,1, , ,2,1,1,1,3,4, ,1,1,1,2,1,2000,2,8,1,1,1,2,1,1,1, ,6,1,2,1,24,6,2,3,6,3,3,3,9, ,3,3,4.28125,1.39726301822275
202839,2,1,39057,39,2,3,U,1,1,2, , ,1,2,1,1,2,4,4,1,1,1,2,1,2000,1,2,2,1,1,1,1,1,2, ,3,2,1,2,42,5,2,1,3,1,1,2, , ,2,2,6.375,2.08059602713461
202851,2,1,25025,25,1,5,S,1,1,1, , ,2,1,1,1,2,2, ,2,1,2,4,1,1995,1,1,2,1,1,1,1,1,1, ,2,1,2,1,26,6,2,1,9,4,1,1, , ,3,3,4.75,1.55024802021795
202853,2,1,42049,42,1,3,S,1,1,1, , ,2,1,1,1,2,4, ,4,4,4,6, ,1996,2,2,2,1,2,1,1,1,1, ,1,1,2,1,35,4,2,1,6,3,1,3,2, ,3,3,6.5625,2.14179002793269
202865,2,1,34005,34,1,3,S,1,1,1, , ,2,1,1,1,2,3, ,1,1,1,3,1,1999,1,2,2,1,1,1,1,1,1, ,2,1,2,2,23,4,2,1,5,2,3,1, , ,3,3,6.5625,2.14179002793269
202874,2,1,24005,24,3,4,U,1,1,1, , ,1,1,1,1,1,4,3,2,2,2,4,1,2000,2,2,2,1,3,1,3,1,1, ,2,1,1,1,99,5,9,9,99,9,1,9,9, ,2,2,3.125,1.01990001330128
202879,2,1,42123,42,1,1,R,1,1,1, , ,1,1,1,1,2,2,4,1,1,2,4,1,2000,1,1,1,1,1,1,1,1,1, ,3,1,1,1,38,6,2,1,8,4,1,1, , ,2,2,2.40625,.785323010241986
202906,2,1,12086,12,3,4,S,1,1,1, , ,1,1,1,1,1,4,8,1,1,1,6,1,1995,2,2,2,8,1,1,1,1,1, ,2,1,2,1,50,4,2,4,3,1,3,2, , ,2,2,5.125,1.6726360218141
202910,2,1,51810,51,3,4,U,1,1,1, , ,1,1,1,1,1,3,4,2,2,2,3,1,2000,1,1,2,1,1,1,1,1,1, ,2,1,2,2,22,6,2,1,1,1,3,1, , ,2,2,2.0625,.673134008778845
202913,2,1,37045,37,3,2,R,1,1,1, , ,1,2,1,1,3,1,1,1,3,3,1, ,2005,2,1,1,1,1,1,1,1,2, ,3,1,2,1,51,3,2,2,6,3,1,2, , ,2,2,3.5625,1.16268601516346
202942,2,1,33013,33,1,2,R,1,1,1, , ,1,1,1,1,2,2,3,2,2,3,4,4,2000,2,2,2,2,4,8,2,3,1, ,2,3,2,1,99,6,2,1,99,9,1,3,9, ,2,2,1.59375,.520149006783653
202962,2,1,1005,1,3,1,R,2,1,2, , ,2,2,1,2,2,2, ,2,3,3,4, ,2002,2,2,2,2,1,1,1,1,2, ,9,3,2,2,99,6,2,1,99,9,2,3,9, ,3,3,2.625,.856716011173076
202966,2,1,47157,47,3,4,U,1,1,1, , ,2,1,2, , ,1, ,2,1,4,4,2,2000,2,2,2,2,1,1,1,1,1, ,1,1,2,1,99,4,2,1,99,9,1,3,1, ,3,3,4.9375,1.61144202101602
202969,2,1,39025,39,2,3,S,1,1,2, , ,1,2,1,1,2,1,1,3,1,1,3,3,2001,1,2,2,1,1,1,2,1,2, ,3,3,1,1,44,3,2,1,5,2,1,3,1, ,2,2,4.65625,1.51965101981891
202972,2,1,45091,45,3,2,U,1,2,1, , ,2,2,2, , ,4, ,1,4,3,4, ,2011,1,2,2,1,4,1,1,1,2, ,1,1,2,1,56,3,2,1,1,1,1,3,9, ,3,3,3.4375,1.12189001463141
202984,2,1,48245,48,3,2,U,1,1,1, , ,2,1,1,1,2,4, ,2,2,2,2,2,1990,1,1,2,1,1,1,1,1,1, ,2,2,1,2,35,6,2,1,6,3,1,3,2, ,3,3,4.25,1.38706401808974
202990,2,1,6059,6,4,5,S,1,1,1, , ,2,1,1,2,2,3, ,2,1,1,2,3,2005,1,1,1,1,2,2,1,1,1, ,2,2,2,1,19,3,2,3,99,1,3,2, , ,3,3,6.5625,2.14179002793269
202997,2,1,4001,4,4,1,R,2,2,2, , ,2,2, , , ,3, ,2, , , , , , , , , , , , , ,2, ,2,3,2,1,24,3,2,5,1,1,3,3,1, ,3,3,4.71875,1.54004902008493
203041,2,1,48441,48,3,2,U,2,2,2, , ,1,1, , , ,1,3,1, , , , , , , , , , , , , ,1, ,1,1,2,2,66,6,2,1,5,2,1,1, , ,2,2,1,.32636800425641
203051,2,1,37129,37,3,4,U,1,2,2, , ,1,8, , , ,4,1,4, , , , , , , , , , , , , ,2, ,3,3,2,2,70,4,2,1,1,1,1,3,9, ,2,2,2.125,.693532009044871
203055,2,1,40133,40,3,1,R,1,1,2, , ,1,2,1,1,2,1,4,1,1,1,1,2,2006,1,1,2,1,1,1,1,1,2, ,2,3,2,2,63,3,2,1,1,1,1,2, , ,2,2,2.09375,.683333008911858
203071,2,1,55079,55,2,5,U,1,1,1, , ,1,1,1,1,2,2,4,1,2,4,2,1,2002,1,2,1,1,3,1,1,1,1, ,1,3,2,1,20,3,2,2,99,9,1,2, , ,2,2,1.96875,.642537008379807
203072,2,1,16001,16,4,3,U,1,1,1, , ,1,1,1,2,2,4,4,1,1,1,2,3,1996,1,1,1,1,1,2,1,1,1, ,4,1,1,1,29,4,2,9,4,2,3,3,9, ,2,2,6.34375,2.0703970270016
203074,2,1,6067,6,4,4,S,1,1,2, , ,1,2,2, , ,4,1,3,2,3,4,2,2011,2,2,2,1,1,1,1,1,2, ,1,3,2,2,55,3,1,1,1,1,1,3,1, ,2,2,1.5625,.50995000665064
203114,2,1,29187,29,2,2,R,1,1,1, , ,1,1,1,1,2,2,4,1,1,1,1,1,2000,2,2,2,1,1,1,1,1,1, ,4,3,2,1,22,5,2,1,8,4,1,1, , ,2,2,3.96875,1.29527301689263
203115,2,1,55079,55,2,5,U,1,1,1, , ,2,1,1,1,3,6, ,2,1,3,3,2,1998,1,2,1,1,1,1,1,1,1, ,2,1,2,2,29,6,2,1,3,1,1,2, , ,3,3,5.78125,1.88681502460737
203120,2,1,40145,40,3,2,S,1,1,1, , ,2,1,1,1,2,2, ,1,1,2,3,1,1999,2,2,2,2,2,8,1,1,1, ,2,3,2,1,64,3,2,1,6,3,1,2, , ,3,3,3.4375,1.12189001463141
203122,2,1,48209,48,3,2,S,1,1,1, , ,2,2,1,1,1,1, ,1,1,2,4,1,2001,2,2,1,1,5,1,1,1,2, ,3,1,2,1,51,3,2,1,6,3,3,4,9, ,3,3,3.75,1.22388001596154
203124,2,1,21141,21,3,1,R,2,2,2, , ,1,2, , , ,4,1,3, , , , , , , , , , , , , ,2, ,1,3,2,1,40,2,2,9,2,1,3,4,9, ,2,2,1.78125,.58134300758173
203127,2,1,27053,27,2,5,R,1,1,1, , ,2,1,1,1,1,1, ,1,1,1,1,3,1993,1,1,1,1,1,1,1,1,1, ,2,1,2,1,28,6,2,1,8,4,1,3,2, ,3,3,4.21875,1.37686501795673
203134,2,1,55021,55,2,1,S,1,1,1, , ,1,1,1,2,2,2,3,2,1,1,3,1,1997,1,2,2,1,1,1,1,1,1, ,2,1,1,2,45,8,2,1,9,4,1,2, , ,2,2,1.78125,.58134300758173
203136,2,1,4013,4,4,3,S,1,1,1, , ,2,1,1,1,2,4, ,1,1,1,2,1,1999,1,1,1,1,1,1,1,1,1, ,2,1,2,2,29,8,2,1,7,4,1,1, , ,3,3,4.90625,1.60124302088301
203143,2,1,6085,6,4,4,U,1,1,1, , ,2,1,1,1,4,6, ,1,1,4,3,1,2003,2,2,2,2,1,1,1,1,1, ,2,3,1,2,42,3,2,1,5,2,3,3,9, ,3,3,6.5625,2.14179002793269
203152,2,1,48201,48,3,5,U,1,1,1, , ,2,1,1,1,3,1, ,1,1,1,3,1,1995,2,1,2,2,1,1,1,1,1, ,2,1,2,1,51,6,2,1,9,4,1,3,1, ,3,3,2.84375,.928109012104165
203162,2,1,31067,31,2,1,R,1,2,2, , ,1,2, , , ,1,1,3, , , , , , , , , , , , , ,2, ,1,2,2,2,72,5,2,1,2,1,1,3,2, ,2,2,1,.32636800425641
203167,2,1,18089,18,2,4,S,2,1,1, , ,2,2,1,1,2,4, ,3,2,3,3,2,2010,1,1,1,1,1,1,1,1,2, ,5,2,2,2,19,3,2,2,3,1,3,3,2, ,3,3,4.84375,1.58084502061698
203169,2,1,1055,1,3,2,S,1,1,1, , ,1,1,1,1,1,3,3,1,3,3,3, ,2005,1,1,1,1,1,2,1,1,1, ,4,1,2,2,21,3,2,1,1,1,1,3,2, ,2,2,2.65625,.866915011306089
203190,2,1,4013,4,4,3,U,1,1,1, , ,1,1,1,1,2,4,4,1,1,1,2,1,2003,1,2,1,1,2,1,1,1,1, ,3,3,2,2,18,3,2,1,1,1,2,2, , ,2,2,3.25,1.06069601383333
203194,2,1,48141,48,3,3,S,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,4,1,2001,2,2,2,1,2,1,1,1,1, ,5,1,1,2,31,5,1,1,7,4,1,2, , ,2,2,5.53125,1.80522302354327
203196,2,1,6107,6,4,1,S,1,2,2, , ,2,1, , , ,4, ,4, , , , , , , , , , , , , ,1, ,3,1,1,1,41,3,1,6,4,2,1,2, ,MEXICAN,3,3,4.375,1.42786001862179
203206,2,1,49057,49,4,3,U,2,1,1, , ,2,2,2, , ,1, ,1,2,2,4,2,1988,2,2,2,1,2,1,1,1,2, ,1,3,2,1,66,6,2,1,99,2,3,3,9, ,3,3,2,.65273600851282
203209,2,1,1127,1,3,1,S,2,1,1, , ,2,2,1,1,2,4, ,3,4,4,4, ,2013,2,8,2,2,2,8,2,2,2, ,3,3,1,1,43,1,2,1,2,1,3,3,9, ,3,3,4.46875,1.45845701902083
203219,2,1,48085,48,3,4,S,1,1,1, , ,1,1,1,1,4,2,4,1,1,4,4,2,1996,1,2,2,2,5,2,1,1,1, ,2,3,1,2,37,6,2,2,8,4,1,3,2, ,2,2,3.6875,1.20348201569551
