psraid,sample,lang,fips,state,cregion,density,usr,pial1,eminuse,intmob,pialql1,ql1a,qc1,smart1,pial2,pial3,pial4,pial5a,pial5b,pial5c,pial5d,pial5e,pial5f,pial6,pial7,pial8a,pial8b,pial8c,pial8d,pial9,pial10,pial11,pial12,SmartPhone,ql1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,raceos,iphoneuse,hphoneuse,weight,standwt
201265,2,1,36087,36,1,4,S,1,1,1, , ,1,2,1,1,1,2,3,2,2,3,3,1,1995,1,2,2,1,1,1,1,1,2, ,5,1,2,2,56,6,2,2,7,4,1,3,2, ,2,2,3,.979104012769229
201266,2,1,27171,27,2,2,S,1,1,1, , ,2,1,1,1,2,2, ,1,1,3,4,1,2002,2,2,2,2,1,1,1,1,1, ,5,2,2,2,20,4,2,1,6,3,3,4,9, ,3,3,5.125,1.6726360218141
201267,2,1,18163,18,2,3,U,1,1,1, , ,1,1,1,1,1,3,1,3,3,3,3, ,2006,1,2,2,1,1,2,2,1,1, ,2,3,2,2,51,3,2,1,7,4,1,4,9, ,2,2,3.28125,1.07089501396634
201276,2,1,12031,12,3,4,U,1,1,1, , ,2,1,1,1,1,4, ,2,2,3,3,1,2000,2,2,1,1,1,1,1,1,1, ,2,1,2,2,26,4,2,1,4,2,1,2, , ,3,3,6.5625,2.14179002793269
201289,2,1,48029,48,3,4,U,1,1,1, , ,2,1,1,1,2,1, ,1,4,4,2, ,2013,1,2,2,1,1,1,1,1,1, ,2,3,2,1,52,3,2,1,4,2,1,1, , ,3,3,4.3125,1.40746201835577
201297,2,1,21089,21,3,2,S,1,2,1, , ,2,2,2, , ,1, ,1,3,1,4, ,1994,2,1,2,1,8,1,2,1,2, ,4,3,2,1,65,6,2,1,6,3,1,2, , ,3,3,1.625,.530348006916666
201298,2,1,48187,48,3,2,S,1,1,1, , ,2,1,1,1,2,1, ,2,2,3,4,2,1998,1,2,2,2,2,2,2,1,1, ,3,3,1,1,54,3,2,1,6,3,1,1, , ,3,3,3.75,1.22388001596154
201305,2,1,18097,18,2,5,U,1,1,1, , ,2,1,1,1,1,2, ,3,2,2,3,1,2000,2,2,2,1,1,1,1,1,1, ,1,1,2,2,23,8,2,1,3,1,1,1, , ,3,3,4.125,1.34626801755769
201317,2,1,45051,45,3,2,S,1,1,1, , ,2,2,1,1,1,1, ,1,1,1,6,1,1994,1,2,1,1,2,2,2,1,2, ,1,3,2,2,62,6,2,1,99,3,1,3,9, ,3,3,2.28125,.744527009709935
201318,2,1,48471,48,3,1,R,1,1,2, , ,2,2,1,1,2,3, ,4,3,3,4, ,1997,1,1,2,1,1,1,1,1,2, ,2,2,2,1,65,5,2,1,6,3,1,3,1, ,3,3,2.5,.815920010641025
201320,2,1,37119,37,3,4,U,1,1,1, , ,1,1,1,1,4,1,3,1,1,1,1,2,1992,1,2,1,1,3,1,1,1,1, ,1,3,1,2,51,5,2,1,8,4,1,2, , ,2,2,1.96875,.642537008379807
201321,2,1,12103,12,3,5,S,1,1,1, , ,1,1,1,1,1,3,3,1,1,1,3,1,1996,1,2,1,1,1,1,2,1,1, ,1,1,2,1,51,5,2,1,4,2,1,3,2, ,2,2,2.28125,.744527009709935
201325,2,1,36117,36,1,2,S,1,1,2, , ,2,2,1,1,2,2, ,1,1,3,4,1,8888,2,2,2,2,1,1,1,1,2, ,2,3,2,1,77,3,2,1,8,4,3,3,1, ,3,3,3.59375,1.17288501529647
201336,2,1,47149,47,3,3,S,2,2,2, , ,1,8, , , ,1,1,2, , , , , , , , , , , , , ,2, ,2,3,2,1,74,2,2,1,4,2,1,1, , ,2,2,2.15625,.703731009177884
201339,2,1,19099,19,2,1,R,1,1,1, , ,1,1,1,1,1,1,3,1,1,3,3,2,8888,1,2,2,1,1,1,1,1,1, ,3,3,1,2,48,3,2,1,7,4,1,1, , ,2,2,3.375,1.10149201436538
201340,2,1,13077,13,3,2,S,2,1,2, , ,2,2,1,1,2,3, ,4,4,4,4, ,1998,1,2,2,1,4,1,1,1,2, ,2,3,1,2,64,2,2,1,3,1,1,3,1, ,3,3,3.53125,1.15248701503045
201356,2,1,48061,48,3,3,U,1,1,1, , ,2,1,1,1,1,1, ,1,1,1,3,1,1995,1,2,2,1,1,1,1,1,1, ,3,1,2,2,53,4,2,1,7,4,1,1, , ,3,3,4.96875,1.62164102114904
201361,2,1,48439,48,3,5,U,1,1,1, , ,2,1,1,1,1,3, ,3,3,4,4, ,2001,1,1,1,1,2,2,2,2,1, ,4,2,2,2,22,5,2,1,8,4,1,3,1, ,3,3,6.53125,2.13159102779968
201367,2,1,28029,28,3,1,S,2,2,2, , ,2,8, , , ,4, ,4, , , , , , , , , , , , , ,2, ,1,3,2,1,73,3,2,1,5,2,1,1, , ,3,3,2.78125,.90771101183814
201373,2,1,18003,18,2,3,U,2,1,1, , ,2,1,1,1,4,4, ,1,3,4,2, ,1998,2,1,2,1,2,2,2,2,1, ,2,3,1,2,25,1,2,1,3,1,1,3,1, ,3,3,5.625,1.83582002394231
201383,2,1,41047,41,4,2,U,1,1,1, , ,1,1,1,1,1,3,4,2,3,3,2, ,1984,1,2,2,1,1,1,3,3,1, ,2,1,2,2,56,6,2,1,6,3,1,2, , ,2,2,1.5625,.50995000665064
201384,2,1,30049,30,4,1,R,1,1,1, , ,1,1,1,1,1,4,4,2,1,1,4,1,9999,2,2,2,1,8,1,1,1,1, ,2,2,2,2,29,4,2,1,1,1,1,3,9, ,2,2,4.28125,1.39726301822275
201400,2,1,20009,20,2,1,R,1,1,1, , ,2,1,1,1,2,2, ,2,2,3,2,2,2007,2,1,1,1,1,1,1,1,1, ,2,2,2,1,20,4,1,1,7,4,2,1, , ,3,3,4.1875,1.36666601782372
201414,2,1,21093,21,3,2,S,2,2,2, , ,2,2, , , ,3, ,1, , , , , , , , , , , , , ,2, ,1,3,2,1,52,3,1,6,2,1,1,2, ,HISPANIC,3,3,3.375,1.10149201436538
201422,2,1,6065,6,4,2,S,1,1,2, , ,2,2,2, , ,4, ,2,2,3,3,1,1998,1,1,1,1,1,2,1,1,2, ,6,3,2,1,25,2,1,9,1,1,3,4,9, ,3,3,3.875,1.26467601649359
201425,2,1,40109,40,3,4,S,2,2,1, , ,2,1,1,2,2,3, ,4,1,4,4,1,2006,2,2,2,2,1,1,1,1,1, ,9,1,9,1,32,3,2,1,99,9,1,1, , ,3,3,4.5625,1.48905401941987
201434,2,1,16005,16,4,1,U,1,1,1, , ,2,1,1,1,1,2, ,1,1,1,3,2,8888,2,2,2,1,1,1,1,1,1, ,2,1,2,1,55,6,2,1,8,4,1,1, , ,3,3,1.90625,.622139008113781
201438,2,1,6059,6,4,5,S,1,1,1, , ,1,1,1,2,1,3,3,1,1,4,6,1,1994,2,2,2,1,1,1,1,1,1, ,2,1,2,2,63,5,2,1,5,2,3,1, , ,2,2,2.59375,.846517011040063
201440,2,2,4027,4,4,1,S,2,2,2, , ,1,2, , , ,1,3,4, , , , , , , , , , , , , ,2, ,5,2,2,1,25,1,1,9,1,1,1,3,9, ,2,2,2.875,.938308012237178
201443,2,1,35061,35,4,1,S,2,2,2, , ,2,8, , , ,1, ,1, , , , , , , , , , , , , ,2, ,2,3,2,2,47,2,2,1,99,9,3,9,9, ,3,3,4.28125,1.39726301822275
201448,2,1,17031,17,2,5,S,1,1,1, , ,2,1,1,1,2,4, ,3,3,3,2, ,1996,2,2,1,2,1,2,1,1,1, ,6,1,2,1,41,3,2,3,5,2,3,3,9, ,3,3,6.5625,2.14179002793269
201470,2,1,6037,6,4,5,U,1,1,1, , ,1,1,1,1,2,2,3,1,2,2,2,1,2000,1,2,2,1,1,2,1,1,1, ,2,3,1,2,34,4,1,1,99,9,1,2, , ,2,2,5.625,1.83582002394231
201483,2,1,12099,12,3,3,S,1,1,2, , ,1,1,2, , ,2,3,4,3,1,4, ,2013,2,2,2,8,4,1,1,1,1, ,1,3,2,1,87,8,2,1,6,3,1,2, , ,2,2,1,.32636800425641
201491,2,1,18109,18,2,2,S,2,2,1, , ,2,2,2, , ,2, ,2,3,3,2, ,8888,1,2,2,1,8,1,3,3,2, ,3,3,1,2,30,3,2,1,1,1,3,9,9, ,3,3,4.96875,1.62164102114904
201512,2,1,42011,42,1,3,S,2,1,1, , ,2,1,1,1,2,3, ,2,3,3,3, ,2011,2,2,2,2,1,2,2,2,1, ,4,3,2,1,53,3,2,1,3,1,3,2, , ,3,3,5.125,1.6726360218141
201514,2,1,39155,39,2,2,U,1,1,1, , ,2,1,1,1,2,1, ,1,1,3,1,2,2008,1,1,1,1,1,3,2,1,1, ,1,3,2,2,67,1,2,1,2,1,3,4,2, ,3,3,3.09375,1.00970101316827
201522,2,1,26049,26,2,3,S,1,1,1, , ,2,1,1,1,1,3, ,1,1,1,3,1,1992,2,2,2,2,1,1,1,1,1, ,1,1,1,1,43,8,2,1,9,4,1,1, , ,3,3,3.28125,1.07089501396634
201524,2,1,18171,18,2,1,R,1,1,2, , ,1,2,2, , ,4,4,3,4,4,4, ,2000,2,2,2,2,1,1,2,2,2, ,2,3,2,1,74,3,2,9,4,2,1,3,1, ,2,2,1.875,.611940007980768
201525,2,1,21083,21,3,1,R,1,1,1, , ,2,2,2, , ,4, ,1,4,4,4, ,2006,2,2,2,1,1,1,2,1,2, ,2,2,1,2,36,3,2,1,7,4,3,3,1, ,3,3,5.96875,1.94800902540545
201528,2,1,34003,34,1,5,S,1,1,1, , ,2,1,1,1,1,3, ,1,1,1,2,1,1996,1,2,1,1,1,1,1,1,1, ,2,1,1,2,37,6,2,1,7,4,1,1, , ,3,3,6.5625,2.14179002793269
201535,2,1,13127,13,3,2,S,1,1,2, , ,2,2,2, , ,3, ,1,1,3,6,2,2000,1,2,1,1,1,2,1,1,2, ,3,3,2,1,31,3,2,1,2,1,1,1, , ,3,3,3.96875,1.29527301689263
201539,2,1,13067,13,3,4,S,1,1,1, , ,1,1,1,1,2,3,1,3,2,8,4,1,2002,2,2,2,2,1,2,1,1,1, ,2,3,2,2,50,8,2,1,9,4,1,3,9, ,2,2,2.0625,.673134008778845
201561,2,1,42007,42,1,3,S,1,2,2, , ,2,2, , , ,2, ,3, , , , , , , , , , , , , ,2, ,3,1,1,1,43,6,2,1,5,2,1,1, , ,3,3,3.71875,1.21368101582852
201568,2,2,36081,36,1,5,U,1,1,1, , ,2,1,2, , ,1, ,1,1,1,3,1,2009,2,2,2,1,1,1,1,1,1, ,6,2,1,1,31,2,1,2,2,1,3,2, , ,3,3,5.84375,1.90721302487339
201572,2,1,12105,12,3,2,S,1,1,2, , ,1,1,1,1,4,1,1,3,2,6,2,2,2004,2,2,2,1,5,1,1,1,1, ,3,3,2,2,81,3,2,1,99,4,1,1, , ,2,2,2.3125,.754726009842948
201580,2,1,12103,12,3,5,U,1,1,1, , ,2,1,1,1,1,4, ,3,1,3,6,1,2000,2,8,2,2,5,1,3,1,1, ,1,2,2,2,45,6,9,1,4,2,3,3,9, ,3,3,3.8125,1.24427801622756
201581,2,1,39165,39,2,3,S,1,1,1, , ,1,1,1,1,1,2,3,4,3,2,4, ,8888,2,2,2,2,5,8,1,1,1, ,4,1,2,1,70,8,2,1,9,4,1,1, , ,2,2,1.59375,.520149006783653
201586,2,1,26161,26,2,3,S,1,1,2, , ,1,2,1,1,2,4,1,2,1,1,3,2,2003,2,2,2,1,1,1,1,1,2, ,3,2,2,1,21,3,2,1,1,1,1,1, , ,2,2,2.78125,.90771101183814
201589,2,1,34003,34,1,5,S,1,1,1, , ,1,1,1,1,1,2,4,1,1,1,2,1,2001,1,2,2,1,1,1,1,1,1, ,2,1,2,2,24,6,2,1,7,4,1,3,9, ,2,2,2.9375,.958706012503204
201594,2,1,9015,9,1,2,R,1,1,1, , ,1,2,2, , ,4,2,4,4,4,4, ,1989,1,2,2,1,2,2,1,1,2, ,2,3,1,2,31,2,2,1,2,1,3,3,2, ,2,2,3.53125,1.15248701503045
201595,2,1,12009,12,3,3,U,1,1,1, , ,2,1,1,2,1,1, ,3,3,3,3, ,1991,2,2,2,1,5,1,2,1,1, ,3,1,2,1,52,5,2,1,6,3,3,9,9, ,3,3,4.875,1.59104402075
201596,2,1,26065,26,2,3,U,2,2,2, , ,1,2, , , ,1,1,1, , , , , , , , , , , , , ,2, ,2,3,2,2,88,6,2,1,4,2,1,1, , ,2,2,1.4375,.469154006118589
201598,2,1,17031,17,2,5,U,1,1,2, , ,2,2,1,1,2,3, ,1,8,8,6, ,8888,2,2,2,1,1,1,2,1,2, ,3,3,2,1,99,9,2,9,1,1,3,3,9, ,3,3,5.40625,1.76442702301122
201602,2,1,54081,54,3,2,R,1,1,1, , ,1,1,2, , ,1,2,1,1,1,1,2,2010,1,1,2,1,1,1,1,1,1, ,2,3,2,2,54,3,2,1,6,3,3,3,9, ,2,2,2.6875,.877114011439101
201605,2,1,34023,34,1,5,U,1,1,1, , ,1,1,1,1,1,1,3,1,1,2,4,1,1997,2,2,2,1,1,1,1,1,1, ,2,1,1,1,99,8,2,3,8,4,3,2, , ,2,2,3.5625,1.16268601516346
201613,2,1,26005,26,2,2,R,1,1,2, , ,2,2,1,1,1,3, ,2,2,2,3,1,1998,2,2,1,2,1,1,1,1,2, ,2,1,2,1,57,4,2,1,6,3,1,3,1, ,3,3,3.28125,1.07089501396634
201616,2,1,37141,37,3,1,S,1,1,1, , ,1,1,1,1,2,3,3,1,1,1,4,1,2000,1,1,2,1,1,1,1,1,1, ,2,3,2,1,70,4,2,1,6,3,1,1, , ,2,2,1.5625,.50995000665064
201633,2,1,53077,53,4,1,U,1,1,1, , ,2,1,2, , ,3, ,3,4,3,4, ,2002,1,2,2,1,2,1,1,1,1, ,1,1,2,1,66,8,2,1,3,1,1,3,9, ,3,3,1.625,.530348006916666
201638,2,2,55039,55,2,2,S,1,2,2, , ,2,2, , , ,1, ,3, , , , , , , , , , , , , ,2, ,2,1,1,1,44,1,1,6,4,2,3,2, ,HISPANIC,3,3,4.625,1.5094520196859
201644,2,1,48113,48,3,5,S,1,1,1, , ,2,1,1,1,2,4, ,1,1,1,3,2,2003,1,2,2,1,1,1,1,1,1, ,1,3,2,2,63,3,2,1,5,2,1,1, , ,3,3,4.8125,1.57064602048397
201646,2,1,6065,6,4,2,U,1,1,1, , ,2,1,1,1,1,6, ,2,5,2,1,1,1998,1,2,2,1,1,1,1,1,1, ,2,2,2,1,22,4,2,1,3,1,3,3,2, ,3,3,5.03125,1.64203902141506
201654,2,1,29095,29,2,4,S,1,1,1, , ,2,1,1,1,1,4, ,5,1,1,2,1,2005,1,1,2,1,1,1,1,1,1, ,4,3,2,2,18,3,2,3,5,2,3,2, , ,3,3,6.5625,2.14179002793269
201660,2,1,48141,48,3,3,U,2,2,1, , ,2,1,2, , ,4, ,4,3,3,4, ,2012,2,2,2,2,3,3,3,3,1, ,1,1,2,1,22,4,1,1,4,2,1,3,9, ,3,3,4.8125,1.57064602048397
201664,2,1,8041,8,4,2,U,1,1,1, , ,2,1,1,1,1,2, ,1,1,1,4,1,1990,2,2,2,1,1,1,1,1,1, ,2,1,1,1,50,6,2,1,99,4,1,1, , ,3,3,2.28125,.744527009709935
201670,2,1,8035,8,4,2,S,1,1,1, , ,1,1,1,1,2,2,2,1,1,1,2,2,2000,1,2,2,2,1,1,1,1,1, ,2,3,1,2,40,8,2,1,8,4,1,1, , ,2,2,2.90625,.948507012370191
201678,2,1,53047,53,4,1,R,1,1,2, , ,2,8,1,1,2,1, ,1,1,2,4,1,2000,2,2,2,2,1,1,1,1,2, ,2,3,2,1,77,6,2,1,6,3,1,3,1, ,3,3,1.625,.530348006916666
201693,2,1,6059,6,4,5,S,1,1,2, , ,2,2,1,2,1,6, ,1,1,1,2,2,1998,1,2,2,1,1,3,1,1,2, ,1,1,2,1,54,8,2,1,3,1,3,2, , ,3,3,3.09375,1.00970101316827
201695,2,1,24005,24,3,4,S,1,1,1, , ,2,1,1,1,1,3, ,1,1,1,3,1,1999,1,2,1,1,1,1,1,1,1, ,2,2,1,2,28,3,1,1,5,2,1,3,2, ,3,3,4.8125,1.57064602048397
201702,2,1,4013,4,4,3,U,1,1,1, , ,1,1,1,1,2,1,1,1,1,1,4,1,2002,2,2,2,2,1,1,1,1,1, ,2,1,2,1,54,4,2,1,7,4,1,2, , ,2,2,3.34375,1.09129301423237
201726,2,1,16021,16,4,1,R,1,1,1, , ,2,8,1,1,3,3, ,2,3,3,3, ,2007,1,2,2,1,1,1,8,1,2, ,2,2,2,1,20,3,2,1,6,3,1,1, , ,3,3,2.875,.938308012237178
201727,2,2,8001,8,4,3,S,1,1,1, , ,2,8,2, , ,4, ,2,3,3,3, ,2008,1,1,2,1,2,1,1,1,2, ,5,1,1,2,39,3,1,1,2,1,2,3,9, ,3,3,6.5625,2.14179002793269
201728,2,1,22051,22,3,4,S,1,1,2, , ,1,1,1,2,1,4,4,2,2,4,4,1,2004,1,2,2,2,2,2,2,1,1, ,2,1,2,2,50,4,2,4,5,2,3,2, , ,2,2,5.1875,1.69303402208013
201750,2,1,4013,4,4,3,U,1,1,1, , ,2,1,1,1,1,1, ,1,1,1,3,1,1997,1,1,1,1,1,1,1,1,1, ,1,3,1,2,36,5,2,1,2,1,3,1, , ,3,3,6.5625,2.14179002793269
201755,2,1,6037,6,4,5,U,1,1,1, , ,1,2,1,1,2,1,3,1,1,1,2,3,8888,2,1,1,1,1,1,1,1,2, ,3,3,1,1,62,6,2,3,7,4,1,3,2, ,2,2,3.59375,1.17288501529647
201763,2,1,30103,30,4,1,R,1,2,2, , ,2,2, , , ,1, ,4, , , , , , , , , , , , , ,2, ,1,3,2,1,66,3,2,1,4,2,1,4,1, ,3,3,3,.979104012769229
201769,2,1,53027,53,4,1,R,1,1,1, , ,2,1,1,1,1,3, ,2,2,2,4,1,2000,1,2,2,2,1,1,1,1,1, ,1,1,1,1,53,6,2,1,6,3,1,3,1, ,3,3,2.125,.693532009044871
201771,2,1,6085,6,4,4,U,1,1,1, , ,2,1,1,1,2,4, ,1,1,1,1,1,2004,1,2,2,1,1,1,1,1,1, ,2,1,2,1,19,4,1,1,6,3,3,3,1, ,3,3,5.25,1.71343202234615
201773,2,2,6021,6,4,1,R,2,1,1, , ,2,8,1,1,2,1, ,3,3,4,4, ,2002,2,2,2,2,1,2,3,1,2, ,3,1,1,1,34,1,1,1,3,1,3,3,2, ,3,3,3.59375,1.17288501529647
201777,2,1,6099,6,4,2,S,1,1,1, , ,2,2,1,1,2,3, ,2,2,4,4,2,2010,2,1,2,1,1,1,1,1,2, ,2,3,2,2,18,2,1,1,7,4,3,3,1, ,3,3,3.21875,1.05049701370032
201783,2,1,6037,6,4,5,U,1,1,1, , ,2,1,1,1,2,3, ,1,1,4,4,1,1995,2,2,2,1,2,1,2,1,1, ,1,2,1,2,38,4,1,1,1,1,1,2, , ,3,3,6.5625,2.14179002793269
201784,2,1,6113,6,4,2,S,1,1,1, , ,2,1,1,1,2,4, ,3,2,1,4,1,2007,1,1,2,1,1,1,1,1,1, ,2,3,2,2,18,4,1,1,1,1,3,9,2, ,3,3,4.6875,1.52985001995192
201803,2,1,6071,6,4,1,U,2,1,1, , ,2,8,1,1,2,3, ,4,4,4,4, ,8888,2,2,2,2,3,3,1,1,2, ,1,3,1,2,28,2,2,2,1,1,3,3,1, ,3,3,5.5625,1.81542202367628
201804,2,1,6041,6,4,3,S,1,1,1, , ,1,1,1,1,1,1,4,1,1,1,2,2,1998,1,1,1,1,1,1,1,1,1, ,3,2,2,1,22,6,1,1,7,4,3,2, , ,2,2,1.875,.611940007980768
201807,2,1,6037,6,4,5,U,1,1,1, , ,2,1,1,2,2,1, ,1,1,1,4,1,1998,2,2,2,2,1,1,1,1,1, ,1,1,2,2,45,8,2,1,7,4,3,3,2, ,3,3,4.125,1.34626801755769
201811,2,1,49049,49,4,2,U,1,1,1, , ,2,1,1,1,4,4, ,2,1,1,1,1,2007,1,1,2,1,1,1,1,1,1, ,1,3,2,2,18,4,2,1,1,1,1,3,1, ,3,3,5.1875,1.69303402208013
201824,2,1,45045,45,3,3,S,1,1,2, , ,2,2,2, , ,4, ,3,4,6,4, ,2010,1,2,2,1,1,2,2,1,2, ,1,1,2,2,61,3,2,2,3,1,1,2, , ,3,3,4.8125,1.57064602048397
201832,2,1,13121,13,3,4,U,1,1,1, , ,1,1,1,1,1,3,3,1,1,1,3,1,1998,1,2,2,1,1,2,1,1,1, ,1,1,2,1,23,6,2,2,6,3,1,2, , ,2,2,1.15625,.377363004921474
201838,2,1,12109,12,3,2,S,1,1,2, , ,1,2,1,1,1,3,1,1,1,1,1,1,2000,1,2,2,1,1,1,1,1,2, ,2,1,1,2,50,8,2,1,6,3,1,2, , ,2,2,1.78125,.58134300758173
201839,2,1,47149,47,3,3,S,1,1,1, , ,2,1,1,1,1,2, ,1,1,1,2,3,2000,2,2,2,1,1,1,3,1,1, ,2,1,1,2,27,6,2,1,8,4,3,3,2, ,3,3,4.53125,1.47885501928686
201840,2,1,12105,12,3,2,S,1,1,2, , ,1,2,1,1,1,3,3,1,1,1,2,1,1995,1,2,1,1,2,1,1,1,2, ,3,2,2,2,56,5,2,1,6,3,1,3,1, ,2,2,2.25,.734328009576922
201844,2,1,12109,12,3,2,S,1,1,1, , ,2,2,2, , ,1, ,3,4,4,4, ,2008,2,2,2,2,2,1,1,1,2, ,2,3,2,1,62,3,2,2,3,1,3,2, , ,3,3,4.125,1.34626801755769
201854,2,1,39023,39,2,3,S,1,1,1, , ,1,1,1,1,2,1,2,2,1,1,2,3,1995,1,2,2,1,1,1,1,1,1, ,2,2,2,2,56,5,2,1,6,3,1,1, , ,2,2,2.15625,.703731009177884
201857,2,1,26163,26,2,5,S,1,1,1, , ,1,2,1,1,2,4,1,4,2,4,4,2,2011,2,2,2,1,1,1,2,1,2, ,2,3,2,2,72,3,2,1,99,9,1,1, , ,2,2,2.65625,.866915011306089
201864,2,1,51109,51,3,1,S,1,1,1, , ,2,1,1,1,1,2, ,2,2,2,6,4,1990,1,2,2,1,1,1,1,1,1, ,4,1,2,1,54,3,2,1,7,4,2,3,1, ,3,3,3.46875,1.13208901476442
201865,2,1,36047,36,1,5,U,1,1,1, , ,1,1,1,2,1,1,4,1,3,3,4, ,2000,1,2,2,2,1,1,1,1,1, ,2,1,1,1,37,3,1,6,6,3,1,2, ,LATINO,2,2,4.46875,1.45845701902083
201867,2,1,34023,34,1,5,S,1,1,1, , ,1,2,1,1,2,1,1,3,1,3,2,2,1992,1,2,2,1,1,1,1,1,2, ,1,3,2,1,50,6,2,1,2,1,1,2, , ,2,2,1.34375,.438557005719551
201888,2,1,27171,27,2,2,S,1,1,1, , ,1,1,1,1,1,6,4,4,2,2,1,1,1988,1,2,2,1,3,1,1,1,1, ,2,1,1,1,77,8,2,1,99,9,1,5,9, ,2,2,1.09375,.356965004655448
201889,2,1,36045,36,1,1,R,1,1,1, , ,2,1,1,2,2,4, ,1,1,2,1,1,2001,1,1,1,1,1,1,1,1,1, ,1,1,2,1,20,3,2,4,3,1,1,3,2, ,3,3,5.28125,1.72363102247916
201896,2,1,17031,17,2,5,S,1,1,2, , ,2,2,2, , ,1, ,1,3,4,2, ,2011,1,2,2,1,1,1,1,1,2, ,2,3,2,1,69,4,2,2,5,2,1,2, , ,3,3,4.625,1.5094520196859
201902,2,1,33005,33,1,2,R,1,1,1, , ,1,1,1,2,1,3,4,4,3,4,4, ,1996,2,2,2,2,9,8,1,1,1, ,3,1,1,1,39,3,2,1,7,4,1,3,2, ,2,2,4.625,1.5094520196859
201904,2,1,23013,23,1,2,R,1,1,2, , ,1,2,2, , ,2,3,1,1,2,6,1,1997,2,2,1,1,3,1,1,1,2, ,3,1,1,1,47,3,2,1,7,4,1,3,1, ,2,2,3.59375,1.17288501529647
201905,2,1,21047,21,3,1,S,2,1,1, , ,2,2,2, , ,1, ,1,2,4,1,2,1998,2,2,2,2,1,2,2,3,2, ,1,1,2,1,51,4,2,1,3,1,2,1, , ,3,3,4,1.30547201702564
201907,2,1,39089,39,2,2,S,1,1,1, , ,2,2,2, , ,4, ,4,4,4,4, ,2000,1,2,2,2,2,1,1,2,2, ,2,1,2,1,52,3,2,1,6,3,1,3,9, ,3,3,3.96875,1.29527301689263
201910,2,1,22009,22,3,1,R,1,1,1, , ,2,1,1,1,2,3, ,1,4,3,3, ,2009,1,2,2,1,1,3,1,1,1, ,2,3,1,2,34,3,2,1,5,2,2,3,1, ,3,3,4.3125,1.40746201835577
201916,2,1,48085,48,3,4,S,1,1,2, , ,1,1,2, , ,4,4,1,2,2,4,2,2000,2,2,2,1,1,1,3,1,1, ,2,3,2,1,63,3,2,1,99,9,1,3,9, ,2,2,2.5,.815920010641025
201921,2,1,48501,48,3,1,R,1,1,1, , ,1,1,1,1,2,1,4,1,1,1,1,2,1998,1,1,2,1,1,1,1,1,1, ,2,3,2,2,65,8,2,1,7,4,1,3,1, ,2,2,1.09375,.356965004655448
201940,2,1,21111,21,3,4,U,1,1,2, , ,2,2,2, , ,3, ,2,1,2,3,3,2005,1,2,2,1,1,3,1,1,2, ,1,2,2,2,20,4,2,1,99,4,3,3,2, ,3,3,5.53125,1.80522302354327
201944,2,1,18055,18,2,1,S,2,2,2, , ,2,2, , , ,2, ,3, , , , , , , , , , , , , ,2, ,1,3,2,1,60,2,2,1,2,1,1,3,9, ,3,3,3.40625,1.1116910144984
201945,2,2,4005,4,4,1,U,2,1,1, , ,2,8,2, , ,1, ,1,1,1,2,1,2000,2,2,2,2,8,1,1,1,2, ,2,1,1,1,52,2,1,2,2,1,3,3,2, ,3,3,3.375,1.10149201436538
201946,2,1,48041,48,3,2,U,1,1,1, , ,2,1,1,1,1,1, ,1,1,1,1,1,2002,1,2,2,1,1,1,1,1,1, ,2,1,2,1,25,6,2,1,3,1,3,3,1, ,3,3,2.90625,.948507012370191
201947,2,1,48135,48,3,2,U,1,1,1, , ,1,1,1,1,1,2,4,2,3,3,4, ,1995,1,1,2,1,1,2,2,1,1, ,3,1,1,1,45,5,1,6,9,4,3,4,9,HISPANIC,2,2,3.09375,1.00970101316827
201949,2,2,53007,53,4,1,R,1,2,1, , ,1,1,2, , ,1,4,4,4,4,6, ,2013,2,2,2,2,1,8,1,3,1, ,3,1,1,1,36,1,1,6,3,1,3,9,9,MEXICAN,2,2,3.46875,1.13208901476442
201957,2,1,9011,9,1,3,S,1,1,1, , ,1,1,1,2,1,3,4,1,1,1,1,1,1999,1,1,1,1,2,2,2,1,1, ,4,2,1,1,35,4,1,2,9,4,3,2, , ,2,2,5.4375,1.77462602314423
201959,2,1,47021,47,3,2,S,1,1,1, , ,2,1,1,1,2,2, ,3,3,4,4, ,2000,1,2,2,2,2,2,2,1,1, ,2,3,2,1,53,6,2,1,7,4,3,3,2, ,3,3,2.09375,.683333008911858
201966,2,1,55133,55,2,3,S,1,1,2, , ,1,2,2, , ,3,4,3,3,4,4, ,1996,1,2,1,1,1,1,1,1,2, ,3,1,2,1,50,3,2,1,99,2,1,1, , ,2,2,3.625,1.18308401542949
201967,2,1,19169,19,2,2,R,1,1,2, , ,1,2,1,1,2,2,4,1,1,1,4,2,2003,2,2,2,2,1,1,2,1,2, ,2,2,2,1,69,3,2,1,6,3,1,1, , ,2,2,2,.65273600851282
201970,2,1,48097,48,3,1,R,1,1,1, , ,2,1,1,1,2,3, ,2,2,2,4,2,1998,1,2,2,1,1,2,1,1,1, ,3,3,2,1,29,4,2,1,2,1,1,2, , ,3,3,6.03125,1.96840702567147
201980,2,1,12057,12,3,4,U,1,1,1, , ,2,1,1,1,1,2, ,1,1,1,2,1,2004,2,2,2,1,1,1,1,1,1, ,2,1,2,2,26,6,2,3,2,1,3,2, , ,3,3,6.5625,2.14179002793269
